date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
2000-08-04,100.000000,100.000000,0.0000000000,0.0000000000,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,0
2000-08-07,101.127490,101.698719,0.0112748983,0.0169871916,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-08,101.372616,107.822581,0.0024239302,0.0602157226,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-09,100.700982,108.216668,-0.0066253973,0.0036549570,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-10,99.845338,106.351149,-0.0084968736,-0.0172387396,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-11,100.644940,101.025514,0.0080084023,-0.0500759556,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-14,102.000596,101.489140,0.0134696874,0.0045892045,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-15,101.520295,101.063056,-0.0047088046,-0.0041983226,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-16,101.214315,100.863211,-0.0030139833,-0.0019774303,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-17,102.330909,102.437709,0.0110319793,0.0156102270,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-18,102.040681,102.383749,-0.0028361732,-0.0005267587,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-21,102.578791,102.776554,0.0052734839,0.0038366026,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-22,102.493766,102.586282,-0.0008288673,-0.0018513223,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-23,103.037454,101.974325,0.0053045965,-0.0059652927,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-24,103.204921,102.097240,0.0016253028,0.0012053546,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-25,103.085017,101.083660,-0.0011618108,-0.0099275938,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-28,103.615179,101.653798,0.0051429642,0.0056402621,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-29,103.331736,104.499096,-0.0027355381,0.0279900741,AIG|C|CIN|GE|IBM|MSI|SANM|SVU|UIS|VIAV,1
2000-08-30,102.842935,103.099215,-0.0047304048,-0.0133961004,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-08-31,103.883104,107.705013,0.0101141470,0.0446734483,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-01,104.102028,113.212965,0.0021074083,0.0511392359,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-05,103.172331,116.157426,-0.0089306318,0.0260081582,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-06,102.164465,111.497806,-0.0097687634,-0.0401146975,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-07,102.874197,110.747563,0.0069469587,-0.0067287679,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-08,102.333114,108.471154,-0.0052596572,-0.0205549315,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-11,101.981625,106.673427,-0.0034347543,-0.0165733220,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-12,101.491073,106.520630,-0.0048102036,-0.0014323760,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-13,101.698295,106.289221,0.0020417819,-0.0021724375,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-14,101.428866,106.442464,-0.0026493013,0.0014417570,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-15,100.404614,105.687070,-0.0100982261,-0.0070967319,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-18,98.952782,104.557402,-0.0144598190,-0.0106888089,AIG|C|CIN|GE|IBM|JCI|MSI|SANM|UIS|VIAV,1
2000-09-19,100.014107,102.925475,0.0107255705,-0.0156079509,AIG|C|CIN|GE|IBM|MSI|NTAP|SANM|UIS|VIAV,1
2000-09-20,99.434822,102.613611,-0.0057920268,-0.0030300008,AIG|C|CIN|GE|IBM|MSI|NTAP|SANM|UIS|VIAV,1
2000-09-21,99.285037,100.421697,-0.0015063665,-0.0213608440,AIG|C|CIN|GE|IBM|MSI|NTAP|SANM|UIS|VIAV,1
2000-09-22,99.269513,95.626386,-0.0001563607,-0.0477517429,AIG|C|CIN|GE|IBM|MSI|NTAP|SANM|UIS|VIAV,1
