date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
1996-01-02,100.000000,100.000000,0.0000000000,0.0000000000,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,0
1996-01-03,100.102197,100.365479,0.0010219656,0.0036547875,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,0
1996-01-04,99.526122,100.123616,-0.0057548688,-0.0024098185,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-05,99.373720,100.095245,-0.0015312754,-0.0002833648,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-08,99.662804,98.673261,0.0029090669,-0.0142063062,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-09,98.217990,98.006120,-0.0144970309,-0.0067611120,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-10,96.457092,97.350032,-0.0179284591,-0.0066943532,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-11,97.142512,97.723811,0.0071059529,0.0038395336,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-12,97.007610,97.975486,-0.0013887000,0.0025753641,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-15,96.693767,97.902542,-0.0032352467,-0.0007445042,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-16,98.090257,98.105645,0.0144423982,0.0020745427,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-17,97.763545,98.005100,-0.0033307266,-0.0010248711,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-18,98.072023,98.178139,0.0031553462,0.0017656117,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-19,98.657880,98.393988,0.0059737482,0.0021985430,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-22,98.918092,98.381045,0.0026375127,-0.0001315398,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-23,98.826780,98.714285,-0.0009231041,0.0033872408,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-24,99.990177,98.461580,0.0117720833,-0.0025599640,AIG|C|CIN|GHC|MSI|NBR|NKTR|SVU|UIS|XRX,1
1996-01-25,99.524756,98.313141,-0.0046546708,-0.0015075805,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-01-26,100.272210,99.000752,0.0075102332,0.0069940920,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-01-29,100.698769,98.965031,0.0042540089,-0.0003608225,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-01-30,101.662594,99.469937,0.0095713709,0.0051018630,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-01-31,102.616866,100.556859,0.0093866629,0.0109271438,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-01,103.017871,100.198093,0.0039077896,-0.0035677974,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-02,102.602484,100.125141,-0.0040321880,-0.0007280723,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-05,103.511839,99.968950,0.0088628943,-0.0015599615,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-06,104.309982,100.816180,0.0077106479,0.0084749302,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-07,104.898426,100.724262,0.0056413008,-0.0009117400,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-08,105.896915,101.383746,0.0095186225,0.0065474204,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-09,105.952900,101.608950,0.0005286782,0.0022213053,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-12,106.780497,101.692967,0.0078109918,0.0008268656,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-13,106.636376,101.991326,-0.0013496954,0.0029339167,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-14,105.848068,101.571206,-0.0073924896,-0.0041191739,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-15,105.167820,102.082996,-0.0064266489,0.0050387349,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-16,104.636022,101.880656,-0.0050566603,-0.0019821144,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-20,103.459852,101.255213,-0.0112405815,-0.0061389724,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-21,104.670349,101.858037,0.0117001664,0.0059535054,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-22,106.415604,102.232673,0.0166738204,0.0036780287,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-23,106.458744,102.367621,0.0004053868,0.0013200043,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-26,105.073992,101.803610,-0.0130074008,-0.0055096576,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-27,104.561340,101.714747,-0.0048789629,-0.0008728899,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-28,104.166552,101.850633,-0.0037756610,0.0013359532,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-02-29,103.476047,101.204667,-0.0066288542,-0.0063422855,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-03-01,104.120035,101.632881,0.0062235490,0.0042311665,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-03-04,105.168075,102.990518,0.0100656904,0.0133582398,AIG|C|CIN|EHC|GHC|MSI|NBR|NKTR|SVU|UIS,1
1996-03-05,105.980330,102.551330,0.0077234015,-0.0042643501,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|ROK,1
1996-03-06,105.375413,102.550039,-0.0057078272,-0.0000125879,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-07,105.649615,102.468063,0.0026021409,-0.0007993763,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-08,102.400308,100.430565,-0.0307555028,-0.0198842207,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-11,103.461532,100.410695,0.0103634878,-0.0001978488,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-12,102.995278,100.095724,-0.0045065418,-0.0031368267,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-13,103.238660,101.106249,0.0023630371,0.0100955776,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-14,103.621125,101.150459,0.0037046717,0.0004372677,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-15,103.719072,101.505839,0.0009452369,0.0035133808,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-18,105.540757,102.460076,0.0175636442,0.0094008083,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-19,105.393049,102.633058,-0.0013995313,0.0016882813,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-20,105.124028,102.691332,-0.0025525521,0.0005677908,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-21,105.003770,102.902333,-0.0011439597,0.0020547186,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-22,105.242566,102.718902,0.0022741622,-0.0017825819,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-25,105.156261,101.753040,-0.0008200551,-0.0094029622,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-26,105.637754,101.523598,0.0045788324,-0.0022548848,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-27,104.988471,101.595414,-0.0061463115,0.0007073830,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-28,105.000829,101.438122,0.0001177051,-0.0015482234,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-03-29,104.451724,100.203555,-0.0052295275,-0.0121706382,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-01,105.790921,100.652482,0.0128212047,0.0044801430,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-02,106.046077,100.280158,0.0024118892,-0.0036990973,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-03,106.153991,99.648605,0.0010176104,-0.0062978838,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-04,106.158333,100.377963,0.0000409054,0.0073193000,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-08,104.285089,99.408311,-0.0176457601,-0.0096600138,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-09,103.960700,99.508283,-0.0031105965,0.0010056750,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-10,102.561348,99.623715,-0.0134603960,0.0011600234,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-11,102.193073,98.700843,-0.0035907771,-0.0092635785,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-12,103.095728,99.441417,0.0088328427,0.0075032212,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-15,104.038981,99.189429,0.0091492946,-0.0025340401,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-16,104.452861,99.421014,0.0039781194,0.0023347735,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-17,103.911335,99.248904,-0.0051844081,-0.0017311227,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-18,104.242665,99.071801,0.0031885870,-0.0017844353,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-19,104.486584,99.412244,0.0023399173,0.0034363316,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-22,104.950824,99.640416,0.0044430585,0.0022952129,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-23,105.556059,100.580369,0.0057668435,0.0094334483,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-24,105.335173,101.416203,-0.0020925945,0.0083101137,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-25,105.780131,101.384355,0.0042242075,-0.0003140334,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-26,105.883284,101.614375,0.0009751718,0.0022687915,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-29,106.004264,102.772392,0.0011425747,0.0113961892,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-04-30,106.013458,105.441787,0.0000867303,0.0259738566,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-01,106.087479,106.775700,0.0006982292,0.0126506989,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-02,104.279876,105.582989,-0.0170387977,-0.0111702455,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-03,104.003683,108.624443,-0.0026485814,0.0288062906,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-06,103.878194,108.567953,-0.0012065779,-0.0005200538,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-07,103.472249,108.792704,-0.0039078910,0.0020701437,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-08,104.535018,109.128905,0.0102710489,0.0030902914,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-09,104.651107,109.118807,0.0011105323,-0.0000925367,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-10,105.736812,109.374489,0.0103745154,0.0023431541,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-13,107.271821,108.428429,0.0145172605,-0.0086497301,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-14,107.942720,108.723614,0.0062542010,0.0027223924,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-15,107.921240,108.502578,-0.0001989931,-0.0020330093,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-16,107.836502,108.276900,-0.0007851843,-0.0020799305,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-17,108.502723,108.467843,0.0061780657,0.0017634676,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-20,109.198245,110.424990,0.0064101758,0.0180435756,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-21,109.142777,110.450864,-0.0005079588,0.0002343099,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-22,110.068798,111.047066,0.0084844928,0.0053978909,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-23,109.684035,110.365467,-0.0034956581,-0.0061379249,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-24,110.099130,110.641294,0.0037844608,0.0024992110,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
1996-05-28,109.087959,110.337678,-0.0091841892,-0.0027441450,AIG|C|CIN|EHC|GE|GHC|MSI|NBR|NKTR|SVU,1
