date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
2020-08-18,100.000000,100.000000,0.0000000000,0.0000000000,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,0
2020-08-19,99.566703,99.996855,-0.0043329668,-0.0000314450,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,0
2020-08-20,99.888310,99.189399,0.0032300613,-0.0080748154,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-21,100.239171,100.502244,0.0035125356,0.0132357359,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-24,101.253105,100.809776,0.0101151469,0.0030599484,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-25,101.624479,100.775689,0.0036677797,-0.0003381277,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-26,102.667863,102.034853,0.0102670547,0.0124947198,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-27,102.846965,102.915507,0.0017444726,0.0086309156,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-28,103.546735,102.881875,0.0068039939,-0.0003267966,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-08-31,103.326850,101.730283,-0.0021235341,-0.0111933412,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-09-01,104.111765,102.274680,0.0075964316,0.0053513784,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-09-02,105.718974,102.599993,0.0154373387,0.0031807782,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-09-03,102.013057,101.710134,-0.0350544151,-0.0086730958,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-09-04,101.190668,100.833384,-0.0080615987,-0.0086200821,AZO|BKNG|CMX|CNG|COMS|LDG|MHS|NVR|TDM|UK,1
2020-09-08,98.389214,101.497637,-0.0276849135,0.0065876283,AZO|BKNG|CMX|CNG|LDG|MHS|NVR|TDM|TNB|UK,1
2020-09-09,100.378291,102.502160,0.0202164149,0.0098970087,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-10,98.620329,103.305290,-0.0175133680,0.0078352552,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-11,98.679945,103.321505,0.0006045008,0.0001569584,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-14,99.944356,105.967444,0.0128132577,0.0256087889,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-15,100.473141,105.292668,0.0052907881,-0.0063677645,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-16,100.016237,105.567492,-0.0045475180,0.0026100957,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-17,99.182008,105.436749,-0.0083409373,-0.0012384805,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-18,98.079982,105.492742,-0.0111111532,0.0005310632,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-21,96.952094,105.174124,-0.0114996694,-0.0030202845,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-22,97.978756,105.804479,0.0105893737,0.0059934413,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-23,95.661556,104.739536,-0.0236500265,-0.0100651990,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-24,95.954174,104.168251,0.0030588877,-0.0054543428,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-25,97.494061,104.554059,0.0160481523,0.0037037080,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-28,99.071712,104.652871,0.0161820188,0.0009450750,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
2020-09-29,98.601990,102.213444,-0.0047412360,-0.0233096984,AZO|BKNG|CMX|CNG|LDG|MTD|NVR|OM|TDM|UK,1
2020-09-30,99.422866,102.690064,0.0083251468,0.0046629895,AZO|BKNG|CMX|CNG|LDG|MHS|MTD|NVR|TDM|UK,1
