date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
2020-08-18,100.000000,100.000000,0.0000000000,0.0000000000,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,0
2020-08-19,99.566703,99.537394,-0.0043329668,-0.0046260553,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-20,99.888310,99.373003,0.0032300613,-0.0016515584,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-21,100.239171,99.996773,0.0035125356,0.0062770563,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-24,101.253105,100.822375,0.0101151469,0.0082562904,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-25,101.624479,100.500258,0.0036677797,-0.0031948919,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-26,102.667863,100.795690,0.0102670547,0.0029396143,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-27,102.846965,100.907257,0.0017444726,0.0011068603,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-28,103.546735,101.020639,0.0068039939,0.0011236270,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-08-31,103.326850,100.709636,-0.0021235341,-0.0030786074,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-01,104.111765,101.142717,0.0075964316,0.0043002901,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-02,105.718974,102.604958,0.0154373387,0.0144572059,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-03,102.013057,98.916872,-0.0350544151,-0.0359445219,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-04,101.190668,97.197021,-0.0080615987,-0.0173868285,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-08,98.389214,96.359109,-0.0276849135,-0.0086207625,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-09,100.378291,98.083409,0.0202164149,0.0178945213,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-10,98.620329,96.333044,-0.0175133680,-0.0178456758,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-11,98.679945,97.063978,0.0006045008,0.0075875740,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-14,99.944356,98.438791,0.0128132577,0.0141639880,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-15,100.473141,97.870348,0.0052907881,-0.0057745828,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-16,100.016237,99.775109,-0.0045475180,0.0194620820,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-17,99.182008,98.452984,-0.0083409373,-0.0132510562,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-18,98.079982,96.733806,-0.0111111532,-0.0174619186,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-21,96.952094,94.887117,-0.0114996694,-0.0190904128,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-22,97.978756,96.302332,0.0105893737,0.0149147194,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-23,95.661556,93.341591,-0.0236500265,-0.0307442257,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-24,95.954174,93.723568,0.0030588877,0.0040922448,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-25,97.494061,94.760879,0.0160481523,0.0110677734,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-28,99.071712,96.988249,0.0161820188,0.0235051643,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-29,98.601990,96.150586,-0.0047412360,-0.0086367462,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-09-30,99.422866,97.222852,0.0083251468,0.0111519363,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-01,99.956203,99.127054,0.0053643363,0.0195859561,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-02,99.005997,98.353313,-0.0095062236,-0.0078055516,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-05,100.792475,99.636891,0.0180441372,0.0130506857,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-06,99.391249,98.495960,-0.0139020871,-0.0114508888,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-07,101.127434,100.122915,0.0174681834,0.0165179866,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-08,101.944701,102.171745,0.0080815522,0.0204631498,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-09,102.848436,103.191664,0.0088649617,0.0099823950,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-12,104.544123,104.048614,0.0164872415,0.0083044521,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-13,103.892240,104.069436,-0.0062354904,0.0002001192,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
2020-10-14,103.211567,102.563643,-0.0065517132,-0.0144691191,AZO|BIO|BKNG|BLK|CHTR|EQIX|MKTX|MTD|NVR|REGN,1
