date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
1996-01-02,100.000000,100.000000,0.0000000000,0.0000000000,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,0
1996-01-03,100.102197,100.293701,0.0010219656,0.0029370104,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-04,99.526122,100.094857,-0.0057548688,-0.0019826125,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-05,99.373720,99.976845,-0.0015312754,-0.0011790088,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-08,99.662804,98.389591,0.0029090669,-0.0158762097,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-09,98.217990,97.654069,-0.0144970309,-0.0074756079,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-10,96.457092,97.285235,-0.0179284591,-0.0037769457,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-11,97.142512,97.560270,0.0071059529,0.0028270938,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-12,97.007610,97.905860,-0.0013887000,0.0035423274,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-15,96.693767,98.064885,-0.0032352467,0.0016242653,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-16,98.090257,98.216930,0.0144423982,0.0015504458,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-17,97.763545,98.330708,-0.0033307266,0.0011584351,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-18,98.072023,98.586128,0.0031553462,0.0025975704,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-19,98.657880,98.649415,0.0059737482,0.0006419440,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-22,98.918092,98.531616,0.0026375127,-0.0011941247,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-23,98.826780,98.463847,-0.0009231041,-0.0006877884,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-24,99.990177,98.311982,0.0117720833,-0.0015423377,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-25,99.524756,97.714570,-0.0046546708,-0.0060766994,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-26,100.272210,97.845209,0.0075102332,0.0013369522,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-29,100.698769,97.504525,0.0042540089,-0.0034818738,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-30,101.662594,97.984026,0.0095713709,0.0049177341,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-01-31,102.616866,98.966603,0.0093866629,0.0100279283,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-01,103.017871,98.988751,0.0039077896,0.0002237978,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-02,102.602484,98.735267,-0.0040321880,-0.0025607413,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-05,103.511839,99.003694,0.0088628943,0.0027186540,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-06,104.309982,99.761064,0.0077106479,0.0076499217,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-07,104.898426,99.651546,0.0056413008,-0.0010978064,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-08,105.896915,100.535877,0.0095186225,0.0088742328,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-09,105.952900,100.412865,0.0005286782,-0.0012235636,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-12,106.780497,100.486208,0.0078109918,0.0007304183,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-13,106.636376,100.357047,-0.0013496954,-0.0012853642,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-14,105.848068,99.994481,-0.0073924896,-0.0036127620,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
1996-02-15,105.167820,99.834321,-0.0064266489,-0.0016016866,AIG|C|CIN|GE|MSI|SVU|THC|UIS|WHR|XRX,1
