date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
2021-05-10,99.698612,100.000000,0.0000000000,0.0000000000,AAPL,0
2021-05-11,99.167821,100.508560,-0.0053239595,0.0050856047,AAPL,0
2021-05-12,98.421084,100.956241,-0.0075300348,0.0044541532,AAPL,0
2021-05-13,97.477315,101.286691,-0.0095890890,0.0032731991,AAPL,0
2021-05-14,96.402151,102.005495,-0.0110298866,0.0070967256,AAPL,0
2021-05-17,95.210312,102.612947,-0.0123632044,0.0059550914,AAPL,0
2021-05-18,93.958582,103.003222,-0.0131469949,0.0038033684,AAPL,0
2021-05-19,92.713342,103.096185,-0.0132530804,0.0009025261,AAPL,0
2021-05-20,93.037491,102.565883,0.0034962554,-0.0051437585,AAPL,0
2021-05-21,93.445027,102.582563,0.0043803396,0.0001626289,AAPL,0
2021-05-24,93.691311,102.733706,0.0026355971,0.0014733809,AAPL,0
2021-05-25,96.786617,102.417127,0.0330372838,-0.0030815543,AAPL,0
2021-05-26,97.227739,102.002293,0.0045576738,-0.0040504349,AAPL,0
2021-05-27,97.615465,102.729637,0.0039878113,0.0071306609,AAPL,0
2021-05-28,99.392868,101.293915,0.0182082153,-0.0139757262,AAPL,0
2021-05-31,100.725476,99.945653,0.0134074833,-0.0133103947,AAPL,0
2021-06-01,103.509761,98.582337,0.0276423054,-0.0136405768,AAPL,0
2021-06-02,105.870418,97.188825,0.0228061352,-0.0141355147,AAPL,0
2021-06-03,105.930070,96.430604,0.0005634390,-0.0078015215,AAPL,0
2021-06-04,105.573929,96.014129,-0.0033620332,-0.0043189119,AAPL,0
2021-06-07,104.572772,95.451064,-0.0094830001,-0.0058643912,AAPL,0
2021-06-08,103.875119,94.778190,-0.0066714579,-0.0070494198,AAPL,0
2021-06-09,103.461105,93.990616,-0.0039856890,-0.0083096567,AAPL,0
2021-06-10,103.451158,93.193991,-0.0000961447,-0.0084755808,AAPL,0
2021-06-11,103.892040,91.482449,0.0042617473,-0.0183653601,AAPL,0
2021-06-14,104.809223,89.592203,0.0088282278,-0.0206623895,AAPL,0
2021-06-15,106.235338,87.610285,0.0136067679,-0.0221215515,AAPL,0
